Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2025-09-18
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2023-08-11;31,4;25,5;16,8;1,8;
2023-08-12;0;19,7;10,6;2,5;
2023-08-13;0;16,5;6,2;1,8;
2023-08-14;0;21,9;5,9;1,3;
2023-08-15;0;26,9;9,4;1,4;
2023-08-16;0;31,1;12,2;1,1;
2023-08-17;0;33,1;17,2;1,8;
2023-08-18;0;24,5;16,8;2,4;
2023-08-19;7,5;20;11,7;2,3;
2023-08-20;0;22,6;10,1;2,5;
2023-08-21;0;24,7;13,1;1,6;
2023-08-22;0;32,8;16,1;3,6;
2023-08-23;1;27,5;16;2,3;
2023-08-24;7,8;18,4;11,8;2;
2023-08-25;0;18,1;7,1;1,6;
2023-08-26;0;16,4;6,7;1,3;
2023-08-27;0;16;4,7;1,7;
2023-08-28;0;17,9;3,8;2,4;
2023-08-29;0;22,9;7,6;1,8;
2023-08-30;0;27,6;10,8;1,4;
2023-08-31;0;28;12,8;1,8;
2023-09-01;0;25;14,3;1,6;
2023-09-02;1,1;25,6;18,3;1;
2023-09-03;9,6;21;17,9;2;
2023-09-04;60;19,8;16,3;2,6;
2023-09-05;40,9;17,6;11,3;1,9;
2023-09-06;0;21,7;9,4;3,2;
2023-09-07;,3;21,6;15;2,2;
2023-09-08;31,9;23;16,7;2,1;
2023-09-09;9,7;17,1;14;1,9;
2023-09-10;,2;25,8;14,3;1,8;
2023-09-11;0;34,1;18,2;2,6;
2023-09-12;,9;27,2;14,2;2,6;
2023-09-13;56,3;15,9;12,4;2,8;
2023-09-14;58,4;17,4;10,4;2,3;
2023-09-15;6,1;21,1;8,2;2;
2023-09-16;0;29,7;10,1;1,8;
2023-09-17;0;35,6;14,7;1,6;
2023-09-18;0;26,9;18,7;2,1;
2023-09-19;25,2;23;18;2,2;
2023-09-20;,8;29,5;18,7;2,1;
2023-09-21;0;28,5;20,1;3;
2023-09-22;40,5;24,7;17,7;1,5;
2023-09-23;3,5;24,5;17,4;1,2;
2023-09-24;25,2;20,4;17,3;2,1;
2023-09-25;12,8;17,6;15,2;1,8;
2023-09-26;30,4;17,1;14,6;3,8;
2023-09-27;32,3;17;13,3;2,3;
2023-09-28;1,2;21,4;11,4;2,3;
2023-09-29;0;26,1;14,2;1,6;
2023-09-30;0;20,9;16;2;
2023-10-01;0;21;14;1,7;
2023-10-02;0;21,2;8,8;2,2;
2023-10-03;0;25,8;10,6;2,1;
2023-10-04;12,9;21,2;16,5;2,7;
2023-10-05;1,2;23,7;14,8;1,3;
2023-10-06;0;24,5;13,3;2;
2023-10-07;5,3;21;18,4;2;
2023-10-08;3,5;18,7;16,5;2;
2023-10-09;3,3;23,6;16;1,5;
2023-10-10;0;28,7;13,2;1,9;
2023-10-11;0;23,5;16;2,1;
2023-10-12;31,1;17,2;13,3;2,3;
2023-10-13;,4;19,7;11,8;2,7;
2023-10-14;0;23,4;11,2;2,9;
2023-10-15;0;26,7;14,9;2,8;
2023-10-16;3;21,3;18,2;2,3;
2023-10-17;48,7;21,5;16,8;2,3;
2023-10-18;0;20,9;13,3;2,4;
2023-10-19;0;22,1;14,8;3,4;
2023-10-20;0;25,5;16,2;3,3;
2023-10-21;0;26,7;16,5;2,4;
2023-10-22;0;28,3;17;1,8;
2023-10-23;9,3;22,9;18,5;1,7;
2023-10-24;,6;27,2;20,3;2,4;
2023-10-25;0;22,5;16,5;2,3;
2023-10-26;0;24,4;15,4;2,6;
2023-10-27;0;28,9;12,8;2,3;
2023-10-28;0;29,7;19,7;1,4;
2023-10-29;0;31,7;20,6;2,2;
2023-10-30;0;25;20,7;2,2;
2023-10-31;2,4;23,1;18,7;2,1;
2023-11-01;,2;22,8;18,2;2,1;
2023-11-02;8,8;20,5;16,5;3,8;
2023-11-03;25,9;20,7;16,8;3,8;
2023-11-04;32,3;20,1;13,7;4;
2023-11-05;0;24,1;10,7;2,4;
2023-11-06;0;27,1;15,7;3,2;
2023-11-07;0;32,7;15,6;2,2;
2023-11-08;0;29,6;18,9;2,2;
2023-11-09;,5;23,2;19,3;2,1;
2023-11-10;0;27,7;17,8;3,4;
2023-11-11;0;28,6;20,9;1,3;
2023-11-12;79,7;23,2;18;1,9;
2023-11-13;50,6;24,5;18,2;1,2;
2023-11-14;,9;25,5;20;1,4;
2023-11-15;0;24,9;20,4;1;
2023-11-16;22,6;27,1;21,5;1,9;
2023-11-17;0;25,9;18,9;2,4;
2023-11-18;51,1;22,9;20;2,4;
2023-11-19;2,3;26,3;17,8;1,8;
2023-11-20;0;29,9;13,4;2,4;
2023-11-21;0;33,3;15,3;2,2;
2023-11-22;0;27,2;18,9;3;
2023-11-23;19,3;26,3;18,2;2,1;
2023-11-24;0;27,3;14,6;2,4;
2023-11-25;0;25,9;13;2,5;
2023-11-26;0;29,6;16,9;2,4;
2023-11-27;0;30,2;18,8;2,3;
2023-11-28;3,8;23,1;18,8;3,8;
2023-11-29;26,8;28,4;18,7;2,4;
2023-11-30;,1;31,2;19,4;1,9;
2023-12-01;0;33,9;21,8;1,8;
2023-12-02;5;32;22,6;1;
2023-12-03;7,4;29,2;20,4;1,5;
2023-12-04;7,5;22,5;18,7;3,2;
2023-12-05;2,1;23,9;18,7;2,9;
2023-12-06;0;30,1;21;1,6;
2023-12-07;5;26,3;21,4;3,2;
2023-12-08;1,3;25,1;17;2,6;
2023-12-09;0;25,4;15,6;2,6;
2023-12-10;0;27,6;18,6;1,3;
2023-12-11;0;28,5;20;3,1;
2023-12-12;0;32,8;19,4;2,7;
2023-12-13;0;34,3;20,6;2,2;
2023-12-14;,2;34,6;23,7;1,9;
2023-12-15;,1;36,7;23,4;2,4;
2023-12-16;9,2;36,2;23,2;,8;
2023-12-17;0;38,4;24,9;1,8;
2023-12-18;0;35,9;24,4;2,1;
2023-12-19;6,9;28,2;22;2,4;
2023-12-20;,3;28,3;18,6;3,3;
2023-12-21;0;33,9;22,4;1,5;
2023-12-22;0;31,8;22,8;2,4;
2023-12-23;4,9;30,8;22,6;1,5;
2023-12-24;0;29,8;23;2,1;
2023-12-25;0;30,2;21,4;2,3;
2023-12-26;10,1;25,3;18;2,4;
2023-12-27;0;28,8;16,1;2,4;
2023-12-28;0;36,4;18;1,6;
2023-12-29;30,5;30;21,6;2,7;
2023-12-30;1,5;26;19;1,5;
2023-12-31;0;25,5;15,2;2,3;
2024-01-01;0;30,5;17,9;2,4;
2024-01-02;0;30,3;20,5;2,6;
2024-01-03;34,6;28,7;19,8;3,1;
2024-01-04;null;27,8;19,6;2,5;
2024-01-05;0;28,5;20,6;3,3;
2024-01-06;0;32,8;20,2;1,4;
2024-01-07;0;36;22,5;2,1;
2024-01-08;7,3;30,8;24,4;2,1;
2024-01-09;0;31,7;22,7;2,4;
2024-01-10;0;32,7;22,7;2;
2024-01-11;4,7;28,1;25,3;2,9;
2024-01-12;21,8;28,1;20,4;2,2;
2024-01-13;0;29;18,4;2,5;
2024-01-14;0;36,5;20,2;2,9;
2024-01-15;38,2;32,1;21,4;1,8;
2024-01-16;0;34,1;22,2;2,2;
2024-01-17;67;27,1;20,8;2;
2024-01-18;0;29,9;23,7;2,6;
2024-01-19;,2;32,9;22,6;1,6;
2024-01-20;19,9;27;23,6;3,5;
2024-01-21;17,3;27,1;20,6;2,9;
2024-01-22;0;27,5;19,2;3,6;
2024-01-23;null;27,6;18,6;3,7;
2024-01-24;0;26;18,8;2,8;
2024-01-25;5,1;27,7;18,4;3;
2024-01-26;null;27,6;18,6;2,5;
2024-01-27;null;26,5;19,2;1,9;
2024-01-28;0;29,7;20;1,7;
2024-01-29;10,2;30;20,2;1,6;
2024-01-30;null;30,1;21,3;1,6;
2024-01-31;0;30,7;18,6;2,3;
2024-02-01;0;32,6;19,8;2,1;
2024-02-02;0;31,8;20;3,4;
2024-02-03;0;35,6;20;1,2;
2024-02-04;0;34,8;23,2;1,7;
2024-02-05;7,3;31,7;23,9;2,5;
2024-02-06;0;32;23,2;2,4;
2024-02-07;0;33,7;22,6;2,6;
2024-02-08;0;35;23,6;2;
2024-02-09;0;34,8;24,2;2,3;
2024-02-10;0;36,2;25,2;1,4;
2024-02-11;0;35,2;25,9;2,1;
2024-02-12;0;36,3;26,5;1,5;
2024-02-13;3,6;36,3;20,2;1,8;
2024-02-14;24,6;27,5;19,8;2,6;
2024-02-15;0;29,1;19,8;3,3;
2024-02-16;,2;29,1;20;1,7;
2024-02-17;22,2;29,5;20,8;1,5;
2024-02-18;0;31,9;22;2,5;
2024-02-19;0;30,8;23,1;2,8;
2024-02-20;0;28,5;19,4;1,8;
2024-02-21;0;30;18,9;2,8;
2024-02-22;0;31,5;21,4;2,4;
2024-02-23;0;35,9;22,2;1,5;
2024-02-24;0;33,3;23,8;1,8;
2024-02-25;0;30,7;23,3;3,5;
2024-02-26;0;27;23,4;2,6;
2024-02-27;4,6;31,8;23,4;1,7;
2024-02-28;19,8;30,8;22,8;1,8;
2024-02-29;0;32,4;23,2;2;
2024-03-01;0;30,7;24,1;3,1;
2024-03-02;0;34,2;22,8;1,2;
2024-03-03;0;30;24,3;2,6;
2024-03-04;,1;24,3;21,8;2,6;
2024-03-05;0;27,9;18,4;1,7;
2024-03-06;0;28,3;15,3;2,9;
2024-03-07;0;31,5;19,5;2,4;
2024-03-08;,5;24,5;23,2;1,7;
2024-03-09;53,3;30,2;22,8;1;
2024-03-10;0;30;21,2;1,7;
2024-03-11;,2;31,4;19,4;2,2;
2024-03-12;0;34,6;19;2,4;
2024-03-13;0;35;21,3;1,5;
2024-03-14;0;37,1;22,6;2,2;
2024-03-15;0;29,4;24,8;1,4;
2024-03-16;0;31;23;1;
2024-03-17;3;28,5;23,4;1,5;
2024-03-18;,2;35,1;22,6;1,7;
2024-03-19;0;31,8;24,9;1,7;
2024-03-20;0;37,1;24;1,9;
2024-03-21;10,3;30,2;21,8;2,1;
2024-03-22;2,5;25;16,6;1,7;
2024-03-23;0;27,2;17,4;1,9;
2024-03-24;0;30,6;17,5;1,5;
2024-03-25;0;28,2;19,2;1,9;
2024-03-26;0;27,4;17,7;2,4;
2024-03-27;0;30,2;19,2;1,9;
2024-03-28;0;32;20,4;1,9;
2024-03-29;0;33,9;21,7;1,7;
2024-03-30;11,5;30,8;18,8;1,2;
2024-03-31;0;33;20,2;1,4;
2024-04-01;0;32,6;22,2;2,2;
2024-04-02;0;25,7;21,7;1,5;
2024-04-03;,1;30,8;18,3;2,6;
2024-04-04;0;27,2;22,6;1,4;
2024-04-05;0;24,9;21,9;1,9;
2024-04-06;0;26,9;16,3;2,4;
2024-04-07;4;22,3;18,9;1,4;
2024-04-08;3;29,3;19,8;2,1;
2024-04-09;0;31,3;21;2,6;
2024-04-10;0;25,8;21,8;2,7;
2024-04-11;1,3;22,2;19,9;3,1;
2024-04-12;4,6;22,4;17,9;2,6;
2024-04-13;,6;22,4;19,8;2,4;
2024-04-14;15,6;26,2;20,2;2,2;
2024-04-15;0;31,5;22,9;2,4;
2024-04-16;4,1;25,4;23,4;,9;
2024-04-17;28,8;23,6;17,3;3,3;
2024-04-18;0;26,4;13,6;2,7;
2024-04-19;0;27,2;15;1,7;
2024-04-20;0;28,8;14,8;1,4;
2024-04-21;0;29,2;15;1,7;
2024-04-22;0;24,5;17;1,2;
2024-04-23;0;29,3;18,9;1,5;
2024-04-24;7,5;25,2;20,4;1,5;
2024-04-25;,5;25,3;16,2;2,6;
2024-04-26;1,4;23,6;18,6;,9;
2024-04-27;,6;26,8;21,4;1,5;
2024-04-28;50,6;22,3;16,7;2,1;
2024-04-29;,1;21,1;19;1,9;
2024-04-30;99,1;21,1;20;2,6;
2024-05-01;60,5;21,1;19,4;1,7;
2024-05-02;99;20,9;19,4;1,7;
2024-05-03;19,9;18,5;16,4;2,7;
2024-05-04;7,6;23,9;18,2;1,4;
2024-05-05;23,4;29,5;19,4;1,2;
2024-05-06;,5;33,3;19,8;3,1;
2024-05-07;0;33,4;20,2;4,3;
2024-05-08;0;32,5;23,5;2,8;
2024-05-09;5,7;23,2;14,8;,9;
2024-05-10;0;18,3;12,6;2,2;
2024-05-11;42,8;20,1;17,2;,2;
2024-05-12;49,9;20,8;18,9;2,1;
2024-05-13;35,2;19,8;16,3;2,1;
2024-05-14;1,2;16,5;10;2,2;
2024-05-15;0;16,3;7,2;1,7;
2024-05-16;0;13,6;6,7;1,4;
2024-05-17;11,9;18,2;12,2;,9;
2024-05-18;0;17,1;9,8;1,4;
2024-05-19;1,7;15,9;12,7;1,9;
2024-05-20;,9;17,4;13,8;1,5;
2024-05-21;,3;26;13;0;
2024-05-22;0;28,7;15,8;,3;
2024-05-23;24;22,4;17,9;1,9;
2024-05-24;102,2;18,2;16,8;2,4;
2024-05-25;17,3;13,6;10;1,2;
2024-05-26;2,1;15,2;9,8;1,2;
2024-05-27;6,4;17;11,8;2,4;
2024-05-28;24,1;14,7;10,8;3,6;
2024-05-29;3;19,6;11,8;1;
2024-05-30;,1;18;11,4;1,4;
2024-05-31;,2;20,2;7,7;1;
2024-06-01;,1;23,4;9;1;
2024-06-02;0;27,6;12,8;1,9;
2024-06-03;12,2;18,9;11,1;1,4;
2024-06-04;4,1;18,2;7,4;2,4;
2024-06-05;0;25,1;12,2;1,5;
2024-06-06;1,1;27,1;14,4;,9;
2024-06-07;0;28;16;,2;
2024-06-08;0;27,8;15,4;,5;
2024-06-09;0;30;15,6;2,4;
2024-06-10;0;27,5;19;1,9;
2024-06-11;0;20,8;16,4;1,5;
2024-06-12;,2;30,4;17,2;,5;
2024-06-13;0;29,5;17,1;1,5;
2024-06-14;0;32,4;19;,9;
2024-06-15;0;26;20,6;1,9;
2024-06-16;24,4;18,4;17,7;2,2;
2024-06-17;23,7;20,1;17,2;1,4;
2024-06-18;,2;24,1;16,9;,9;
2024-06-19;63;20;17;2,7;
2024-06-20;10,7;20,4;17,4;1,9;
2024-06-21;7,6;19,8;17,6;1,2;
2024-06-22;10,5;30,4;15,8;,5;
2024-06-23;13,2;26,6;18,6;1,4;
2024-06-24;1,8;18,9;13,8;2,1;
2024-06-25;,4;15,9;10,2;2,8;
2024-06-26;8,9;13,6;11,8;2,1;
2024-06-27;4,4;17,2;9,3;2,6;
2024-06-28;0;19,6;9,4;3,3;
2024-06-29;0;13,6;7,7;3,8;
2024-06-30;0;12,8;4;2,4;
2024-07-01;0;16,5;3,2;1;
2024-07-02;0;24,2;5,2;0;
2024-07-03;0;21,4;11;,3;
2024-07-04;0;15,3;12;1,7;
2024-07-05;1,8;12,7;11,4;,8;
2024-07-06;10,5;14,2;2,9;,7;
2024-07-07;0;12,2;8,8;1,5;
2024-07-08;,4;11,8;8,6;1,7;
2024-07-09;0;10,5;6,5;,3;
2024-07-10;19,1;10,4;8;1;
2024-07-11;5;12,6;9,1;,9;
2024-07-12;,2;13,6;8,5;1,2;
2024-07-13;0;13,2;9,4;1,4;
2024-07-14;10;15,2;12,8;2,4;
2024-07-15;2,3;18,4;12,6;2,7;
2024-07-16;0;18,5;13,9;2,4;
2024-07-17;2;19,5;13,1;1,5;
2024-07-18;0;22,4;12;1;
2024-07-19;,2;27,2;10,6;1,5;
2024-07-20;0;19,8;13,2;1,5;
2024-07-21;0;23;13,4;,9;
2024-07-22;,2;25,1;13,4;1,5;
2024-07-23;,1;29,4;13;,5;
2024-07-24;0;29,4;14,4;1,2;
2024-07-25;0;26;15,2;1;
2024-07-26;0;23,2;15,3;2,2;
2024-07-27;,8;20,8;15;,2;
2024-07-28;2,2;17,6;15;1,4;
2024-07-29;22,1;14,8;10,4;2,2;
2024-07-30;,4;18,9;8,6;2,7;
2024-07-31;0;23,8;11,2;,7;
2024-08-01;0;27,9;12,3;,7;
2024-08-02;0;30,8;14,2;,7;
2024-08-03;0;31,5;16,6;1,2;
2024-08-04;6,6;26,5;14,8;1,5;
2024-08-05;4,4;23,6;16,2;1,9;
2024-08-06;7,3;20,8;17,8;2,2;
2024-08-07;2,3;20,4;17,4;1,7;
2024-08-08;5,7;16,4;13;1,5;
2024-08-09;1,5;13,6;8,8;3,4;
2024-08-10;0;14,4;9,6;2,6;
2024-08-11;0;18,4;7,2;2,6;
2024-08-12;0;15,3;7,6;2,1;
2024-08-13;0;17,5;4,2;,5;
2024-08-14;0;23,6;5;,7;
2024-08-15;0;26,4;7,4;0;
2024-08-16;0;24,9;11,7;,7;
2024-08-17;0;19,4;13,2;2,9;
2024-08-18;0;26,5;16,7;1,7;
2024-08-19;,5;26;16,1;1,5;
2024-08-20;3,3;18,7;15,4;2,9;
2024-08-21;4,7;29,2;16;1,7;
2024-08-22;0;24,2;17,4;2,1;
2024-08-23;5,2;16,8;11,6;1,2;
2024-08-24;5,3;14,4;9,1;1,5;
2024-08-25;0;14,8;7,1;3,3;
2024-08-26;0;16,4;6;2,1;
2024-08-27;0;20;6,6;1;
2024-08-28;0;21,4;10,4;2,6;
2024-08-29;0;22,7;13,9;0;
2024-08-30;0;22,3;14;2,6;
2024-08-31;0;25,3;16,6;1,7;
2024-09-01;,9;20,3;14,8;3,6;
2024-09-02;0;20,4;12,8;2,1;
2024-09-03;0;24,8;11;1,2;
2024-09-04;0;20;12,7;3,8;
2024-09-05;27,6;20,2;11,7;1,4;
2024-09-06;0;22,6;8,7;1,9;
2024-09-07;0;25,6;11,6;,5;
2024-09-08;0;19,6;14,5;2,1;
2024-09-09;0;25,1;17,4;1,7;
2024-09-10;0;29,7;18,4;,7;
2024-09-11;0;31,5;18,2;,8;
2024-09-12;,2;18,5;17,2;2,6;
2024-09-13;1,9;21,6;17;,9;
2024-09-14;26;20,8;17,2;2,2;
2024-09-15;,4;20;10,2;2,4;
2024-09-16;0;23,7;14,8;2,4;
2024-09-17;0;25,8;13,2;2,6;
2024-09-18;0;27,3;14,4;1;
2024-09-19;0;28,5;14,8;1,2;
2024-09-20;33;24,6;18,8;1,4;
2024-09-21;,8;26,8;19;1,9;
2024-09-22;0;32,9;16,9;,7;
2024-09-23;0;25,1;21,8;3,8;
2024-09-24;23,1;24,9;19,4;3,6;
2024-09-25;20,9;21,3;20,4;2,9;
2024-09-26;44,4;20,2;19,4;2,2;
2024-09-27;32,4;24,4;16;1,7;
2024-09-28;,3;26,8;14,3;1,9;
2024-09-29;0;31,5;13,7;1;
2024-09-30;0;34;14,6;,9;
2024-10-01;1,2;27;21;1,7;
2024-10-02;33,5;21,5;18;2,2;
2024-10-03;,2;20,4;12,8;2,4;
2024-10-04;0;23,7;10,3;2,9;
2024-10-05;0;26,8;13,6;1;
2024-10-06;0;25,6;15,3;2,9;
2024-10-07;0;23,9;17,4;2,1;
2024-10-08;2,5;21,5;18,8;2,1;
2024-10-09;2,9;21,9;16,8;4,1;
2024-10-10;2,3;20,2;16,8;2,2;
2024-10-11;,2;25,5;19;1,7;
2024-10-12;3,8;25,7;16,9;1,5;
2024-10-13;0;26,7;16,6;3,3;
2024-10-14;0;28,6;17,2;2,2;
2024-10-15;0;21,9;19;1,7;
2024-10-16;7,7;26,2;17,9;1,2;
2024-10-17;0;26,9;13,4;1;
2024-10-18;0;22,4;15,1;1,7;
2024-10-19;,2;25,6;16,5;2,4;
2024-10-20;0;29,1;16,6;2,7;
2024-10-21;0;33,2;19;1,4;
2024-10-22;0;34,9;19;2,1;
2024-10-23;0;29,7;20;2,1;
2024-10-24;1,1;31,8;22,2;3,6;
2024-10-25;6,5;null;18,7;3,3;
2024-10-26;null;null;null;null;
2024-10-27;null;null;null;null;
2024-10-28;0;29;null;1,7;
2024-10-29;0;29,5;18,7;1,5;
2024-10-30;0;28,6;20,4;3,6;
2024-10-31;0;31,6;19,2;2,6;
2024-11-01;0;32,6;19,3;1,9;
2024-11-02;0;30,9;20,8;,2;
2024-11-03;,8;32,4;22,7;1,2;
2024-11-04;0;32;21,8;2,1;
2024-11-05;0;31,1;22,7;2,7;
2024-11-06;,5;28,2;21,2;2,7;
2024-11-07;0;28,8;22,2;2,6;
2024-11-08;22,3;24;18,2;2,2;
2024-11-09;1;25,5;16,8;2,4;
2024-11-10;0;29,7;14,3;2,7;
2024-11-11;0;34,6;17,9;2,1;
2024-11-12;4,2;23,8;15,6;1,5;
2024-11-13;0;26,3;13,4;2,1;
2024-11-14;0;29,8;14,6;2,4;
2024-11-15;0;30,8;17,2;2,6;
2024-11-16;0;35,3;19,8;1,3;
2024-11-17;0;37,6;21,7;1,7;
2024-11-18;3,2;29,1;23,2;2,1;
2024-11-19;,8;23,8;19,8;3,1;
2024-11-20;35,9;20,3;15,4;2,9;
2024-11-21;2,6;25,1;16,6;4,5;
2024-11-22;,6;22,5;18,4;3,6;
2024-11-23;,2;27,3;18,2;2,9;
2024-11-24;0;31,3;17,8;2,6;
2024-11-25;0;31,1;19,2;1;
2024-11-26;,4;30,9;21,6;,2;
2024-11-27;0;34,8;24,3;,7;
2024-11-28;,8;28,9;22,5;2,9;
2024-11-29;1;30,8;21,3;2,6;
2024-11-30;0;30,2;20,2;2,2;
2024-12-01;0;36;19;2,7;
2024-12-02;50,1;32,4;21,4;1,7;
2024-12-03;0;26,6;16,7;2,2;
2024-12-04;0;27,2;16,2;2,4;
2024-12-05;0;32,8;16,2;1;
2024-12-06;0;34;20,8;1,4;
2024-12-07;23,8;25;20,6;2,1;
2024-12-08;null;null;null;null;
2024-12-09;0;null;18,9;1,8;
2024-12-10;2,9;null;null;3,1;
2024-12-11;0;null;null;3,9;
2024-12-12;0;null;null;2,3;
2024-12-13;0;null;null;1,8;
2024-12-14;null;null;null;null;
2024-12-15;null;null;null;null;
2024-12-16;82,9;null;null;2,3;
2024-12-17;0;null;null;2,3;
2024-12-18;0;null;null;3,1;
2024-12-19;0;null;null;,5;
2024-12-20;21,1;null;null;2,8;
2024-12-21;null;null;null;null;
2024-12-22;null;null;null;null;
2024-12-23;35,5;null;null;3,1;
2024-12-24;0;null;null;1;
2024-12-25;null;null;null;null;
2024-12-26;0;null;null;3,9;
2024-12-27;0;null;null;3,1;
2024-12-28;null;null;null;null;
2024-12-29;null;null;null;null;
2024-12-30;0;null;null;2,6;
2024-12-31;0;null;null;2,6;
2025-01-01;null;null;null;null;
2025-01-02;50,1;null;21,4;1,5;
2025-01-03;0;26,6;16,7;2,2;
2025-01-04;null;null;null;4,6;
2025-01-05;0;32,8;16,2;,7;
2025-01-06;0;null;null;,8;
2025-01-07;0;null;null;2,1;
2025-01-08;0;null;null;3,9;
2025-01-09;0;null;null;1,5;
2025-01-10;2,9;null;null;3,1;
2025-01-11;0;null;null;3,9;
2025-01-12;null;null;null;2,6;
2025-01-13;0;null;null;2,8;
2025-01-14;0;null;null;2,3;
2025-01-15;0;null;null;1;
2025-01-16;0;null;null;1,5;
2025-01-17;13;null;null;1,8;
2025-01-18;null;null;null;null;
2025-01-19;0;null;null;1;
2025-01-20;2,3;null;null;2,3;
2025-01-21;0;null;null;2,3;
2025-01-22;0;null;null;1,5;
2025-01-23;0;null;null;1,8;
2025-01-24;0;null;null;1,8;
2025-01-25;null;null;null;null;
2025-01-26;0;null;null;4,1;
2025-01-27;0;null;null;3,1;
2025-01-28;6,1;null;null;1;
2025-01-29;12,2;null;null;1,3;
2025-01-30;7,9;null;null;,8;
2025-01-31;,3;null;null;1;
2025-02-01;null;null;null;null;
2025-02-02;null;null;null;1,5;
2025-02-03;0;null;null;1;
2025-02-04;0;null;null;,5;
2025-02-05;0;null;null;,5;
2025-02-06;1,6;null;null;,8;
2025-02-07;0;null;null;1,8;
2025-02-08;0;null;21,2;2,1;
2025-02-09;0;null;22;1,8;
2025-02-10;0;null;null;,5;
2025-02-11;0;null;null;2,1;
2025-02-12;11,2;null;null;,5;
2025-02-13;5,3;null;null;1,3;
2025-02-14;16,1;null;null;1,3;
2025-02-15;null;null;null;null;
2025-02-16;null;null;null;null;
2025-02-17;81,3;null;null;1;
2025-02-18;6,3;null;null;1;
2025-02-19;0;null;null;,5;
2025-02-20;0;null;null;,5;
2025-02-21;0;null;null;,8;
2025-02-22;null;null;null;null;
2025-02-23;null;null;null;null;
2025-02-24;0;null;null;1;
2025-02-25;0;null;null;1,5;
2025-02-26;12,8;null;null;2,6;
2025-02-27;2,2;null;null;1;
2025-02-28;0;null;null;1,5;
2025-03-01;0;null;null;2,3;
2025-03-02;0;null;null;1,3;
2025-03-03;0;null;null;1;
2025-03-04;0;null;null;2,1;
2025-03-05;0;null;null;1,3;
2025-03-06;0;null;null;2,8;
2025-03-07;0;null;null;1,3;
2025-03-08;0;null;null;2,1;
2025-03-09;10,1;null;null;1,8;
2025-03-10;24,4;null;null;1,5;
2025-03-11;0;null;null;,8;
2025-03-12;0;null;null;1,3;
2025-03-13;0;null;null;1,8;
2025-03-14;9,9;null;16,4;1,8;
2025-03-15;0;null;null;1,5;
2025-03-16;0;null;null;1,3;
2025-03-17;0;null;19,9;,8;
2025-03-18;0;null;21,4;1,3;
2025-03-19;0;null;18,2;1,3;
2025-03-20;,2;null;17,3;,5;
2025-03-21;0;null;18;2,6;
2025-03-22;0;null;19;1;
2025-03-23;0;null;21,9;1,8;
2025-03-24;0;null;21,6;1,3;
2025-03-25;0;null;21,4;2,1;
2025-03-26;0;null;20,2;2,6;
2025-03-27;0;null;21,5;1,3;
2025-03-28;,6;null;21,5;2,3;
2025-03-29;0;null;22;1,3;
2025-03-30;0;null;20,9;1,5;
2025-03-31;0;null;22,9;2,1;
2025-04-01;17,4;null;19,1;,8;
2025-04-02;,7;null;20,9;1,5;
2025-04-03;6,1;null;20,8;1,5;
2025-04-04;0;null;14;2,1;
2025-04-05;0;null;12,5;1,5;
2025-04-06;0;null;15,5;1,5;
2025-04-07;0;null;18,2;1,8;
2025-04-08;38,1;null;17,6;1,3;
2025-04-09;,6;null;19,2;1,5;
2025-04-10;0;null;20;1;
2025-04-11;,1;null;20,6;null;
2025-04-12;0;null;19,4;null;
2025-04-13;,8;null;21,1;null;
2025-04-14;0;null;15,6;null;
2025-04-15;0;null;15,6;null;
2025-04-16;0;null;17,1;null;
2025-04-17;0;null;16,9;null;
2025-04-18;0;null;18,3;null;
2025-04-19;0;null;19,7;null;
2025-04-20;0;null;12,3;null;
2025-04-21;0;null;11,8;null;
2025-04-22;0;null;14,3;null;
2025-04-23;0;null;13,7;null;
2025-04-24;0;null;16;null;
2025-04-25;0;null;17,1;null;
2025-04-26;0;null;16,7;null;
2025-04-27;0;null;20,7;null;
2025-04-28;3,3;null;13,4;null;
2025-04-29;0;null;11,1;null;
2025-04-30;0;null;10,9;null;
2025-05-01;0;null;10,1;null;
2025-05-02;,1;null;12;null;
2025-05-03;0;null;14,5;1,5;
2025-05-04;2,1;null;14;2,6;
2025-05-05;0;null;15;null;
2025-05-06;0;null;15,5;,5;
2025-05-07;0;null;18,8;null;
2025-05-08;0;null;20;null;
2025-05-09;30;null;17,9;1,5;
2025-05-10;6,1;null;15,1;null;
2025-05-11;0;null;14;,8;
2025-05-12;0;null;12,9;1,3;
2025-05-13;0;null;15,2;,5;
2025-05-14;0;null;15,5;,5;
2025-05-15;0;null;17,7;1;
2025-05-16;0;null;15,6;,5;
2025-05-17;0;null;17,1;null;
2025-05-18;0;null;17,5;1,3;
2025-05-19;5,6;null;16;1;
2025-05-20;5,6;null;19;,3;
2025-05-21;0;null;14,7;,5;
2025-05-22;0;null;10,7;,5;
2025-05-23;0;null;9,2;,8;
2025-05-24;0;null;16;,5;
2025-05-25;5,3;null;16,5;1;
2025-05-26;1,8;null;17,9;1;
